    -0.013951742      0.64427318          0.9674
    -0.016959141      0.65690517          0.9674
    -0.020071939      0.66951159          0.9674
    -0.023289918      0.68209158          0.9674
    -0.026612854      0.69464426          0.9674
    -0.030040515      0.70716874          0.9674
    -0.033572662      0.71966416          0.9674
    -0.037209048      0.73212964          0.9674
    -0.040949421      0.74456432          0.9674
    -0.044793518      0.75696732          0.9674
    -0.048741072      0.76933778          0.9674
    -0.052791807      0.78167484          0.9674
    -0.056945441      0.79397764          0.9674
    -0.061201685      0.80624532          0.9674
     -0.06556024      0.81847702          0.9674
    -0.070020804      0.83067189          0.9674
    -0.074583064      0.84282908          0.9674
    -0.079246703      0.85494775          0.9674
    -0.084011396      0.86702704          0.9674
    -0.088876809      0.87906611          0.9674
    -0.093842605      0.89106413          0.9674
    -0.098908435      0.90302025          0.9674
     -0.10407395      0.91493365          0.9674
     -0.10933878      0.92680349          0.9674
     -0.11470257      0.93862894          0.9674
     -0.12016494      0.95040918          0.9674
      -0.1257255      0.96214339          0.9674
     -0.13138388      0.97383074          0.9674
     -0.13713968      0.98547043          0.9674
     -0.14299248      0.99706164          0.9674
      -0.1489419       1.0086036          0.9674
     -0.15498751       1.0200954          0.9674
     -0.16112888       1.0315363          0.9674
      -0.1673656       1.0429256          0.9674
     -0.17369723       1.0542623          0.9674
     -0.18012332       1.0655458          0.9674
     -0.18664342       1.0767752          0.9674
     -0.19325709       1.0879498          0.9674
     -0.19996386       1.0990687          0.9674
     -0.20676326       1.1101313          0.9674
     -0.21365481       1.1211366          0.9674
     -0.22063805        1.132084          0.9674
     -0.22771247       1.1429728          0.9674
      -0.2348776        1.153802          0.9674
     -0.24213292        1.164571          0.9674
     -0.24947792       1.1752791          0.9674
     -0.25691211       1.1859254          0.9674
     -0.26443496       1.1965093          0.9674
     -0.27204594         1.20703          0.9674
     -0.27974453       1.2174867          0.9674
     -0.28753018       1.2278788          0.9674
     -0.29540236       1.2382054          0.9674
     -0.30336051        1.248466          0.9674
     -0.31140408       1.2586598          0.9674
     -0.31953251        1.268786          0.9674
     -0.32774523       1.2788439          0.9674
     -0.33604167        1.288833          0.9674
     -0.34442125       1.2987523          0.9674
     -0.35288339       1.3086014          0.9674
     -0.36142749       1.3183794          0.9674
     -0.37005295       1.3280858          0.9674
     -0.37875919       1.3377197          0.9674
     -0.38754558       1.3472806          0.9674
     -0.39641153       1.3567678      0.96739998
      -0.4053564       1.3661806      0.96738207
     -0.41437957       1.3755184       0.9658411
      -0.4234803       1.3847806      0.94037718
     -0.43265592       1.3939686      0.82405062
     -0.44189668       1.4030911      0.63397355
     -0.45118723       1.4121628      0.47208861
     -0.46051468       1.4211967      0.36215462
     -0.46987033       1.4302013      0.28465911
     -0.47924808       1.4391829      0.22391249
     -0.48864318       1.4481464       0.1732905
     -0.49805167       1.4570958      0.13081248
     -0.50747027       1.4660345     0.095424183
     -0.51689623       1.4749655     0.065651751
     -0.52632725       1.4838912     0.040263856
     -0.53576138       1.4928136     0.019789107
     -0.54519702       1.5017344    0.0065568027
     -0.55463318       1.5106546    0.0011381407
     -0.56406942       1.5195747   7.3239488e-05
     -0.57350566       1.5284949   1.1026638e-06
     -0.58294191        1.537415   2.1452653e-09
     -0.59237815       1.5463351   2.5683794e-13
      -0.6018144       1.5552553   7.6478217e-19
     -0.61125064       1.5641754   1.9110263e-26
     -0.62068689       1.5730955   1.1101603e-36
     -0.63012314       1.5820157   3.3544707e-50
     -0.63955938       1.5909358   9.3691375e-68
     -0.64899563       1.5998559   3.3582965e-90
     -0.65843187       1.6087761  1.6480741e-118
     -0.66786812       1.6176962  8.9280099e-154
     -0.67730436       1.6266163  3.1997928e-197
